SA Param,R,batch_d_rt,batch_c_rt,vd,vc,Lower bound,Upper bound,Optimality Gap,Status,Objective
vc,0.95,21,31,0.0,4.25,21.9619420925155,21.9619420925155,0.0,optimal,21.96194209251551
vc,0.95,21,31,0.0,4.5,21.7760345850112,21.7760345850112,0.0,optimal,21.776034585011175
vc,0.95,21,31,0.0,4.75,21.5910581085289,21.5910581085289,0.0,optimal,21.591058108528916
vc,0.95,21,31,0.0,5.0,21.4060816320467,21.4060816320467,0.0,optimal,21.406081632046657
vc,0.95,21,31,0.0,5.25,21.2211051555644,21.2211051555644,0.0,optimal,21.22110515556441
vc,0.95,21,31,0.0,5.5,21.0407994062833,21.0407994062833,0.0,optimal,21.04079940628331
vc,0.95,21,31,0.0,5.75,20.8606407602386,20.8606407602386,0.0,optimal,20.860640760238596
vc,0.95,21,31,0.0,6.0,20.6804821141939,20.6804821141939,0.0,optimal,20.68048211419388
vc,0.95,21,31,0.0,6.25,20.5003234681492,20.5003234681492,0.0,optimal,20.500323468149173
vc,0.95,21,31,0.0,6.5,20.3230467157684,20.3230467157684,0.0,optimal,20.323046715768374
vc,0.95,21,31,0.0,6.75,20.149558911868,20.149558911868,0.0,optimal,20.149558911867963
vc,0.95,21,31,0.0,7.0,19.9760711079676,19.9760711079676,0.0,optimal,19.976071107967556
vc,0.95,21,31,0.0,7.25,19.8025833040671,19.8025833040671,0.0,optimal,19.802583304067134
vc,0.95,21,31,0.0,7.5,19.6296137317469,19.6296137317469,0.0,optimal,19.629613731746925
vc,0.95,21,31,0.0,7.75,19.4572366663392,19.4572366663392,0.0,optimal,19.45723666633915
vc,0.95,21,31,0.0,8.0,19.2848596009314,19.2848596009314,0.0,optimal,19.28485960093137
vc,0.95,21,31,0.0,8.25,19.1149652535066,19.1149652535066,0.0,optimal,19.114965253506632
vc,0.95,21,31,0.0,8.5,18.9503633575473,18.9503633575473,0.0,optimal,18.95036335754729
vc,0.95,21,31,0.0,8.75,18.7863378738087,18.7863378738087,0.0,optimal,18.78633787380869
vc,0.95,21,31,0.0,9.0,18.6243277009988,18.6243277009988,0.0,optimal,18.624327700998823
vc,0.95,21,31,0.0,9.25,18.462317528189,18.462317528189,0.0,optimal,18.46231752818895
vc,0.95,21,31,0.0,9.5,18.3003073553791,18.3003073553791,0.0,optimal,18.300307355379086
vc,0.95,21,31,0.0,9.75,18.1382971825692,18.1382971825692,0.0,optimal,18.138297182569218
vc,0.95,21,31,0.0,10.0,17.9825258552637,17.9825258552637,0.0,optimal,17.982525855263717
vc,0.95,21,31,0.0,11.0,17.3928502924762,17.3928502924762,0.0,optimal,17.392850292476158
vc,0.95,21,31,0.0,12.0,16.8369129260479,16.8369129260479,0.0,optimal,16.83691292604786
vc,0.95,21,31,0.0,13.0,16.2820272652709,16.2820272652709,0.0,optimal,16.282027265270916
vc,0.95,21,31,0.0,14.0,15.7883412833987,15.7883412833987,0.0,optimal,15.788341283398735
vc,0.95,21,31,0.0,15.0,15.3265671367814,15.3265671367814,0.0,optimal,15.326567136781437
vc,0.95,21,31,0.0,16.0,14.8647929901641,14.8647929901641,0.0,optimal,14.864792990164144
vc,0.95,21,31,0.0,17.0,14.4030188435469,14.4030188435469,0.0,optimal,14.403018843546844
vc,0.95,21,31,0.0,18.0,13.9412446969296,13.9412446969296,0.0,optimal,13.941244696929541
vc,0.95,21,31,0.0,19.0,13.4908391180037,13.4908391180037,0.0,optimal,13.490839118003684
vc,0.95,21,31,0.0,20.0,13.068316244517,13.068316244517,0.0,optimal,13.068316244517014
vc,0.95,21,31,0.0,25.0,11.2742681733676,11.2742681733676,0.0,optimal,11.274268173367584
vc,0.95,21,31,0.0,30.0,9.88713693509278,9.88713693509278,0.0,optimal,9.887136935092775
vc,0.95,21,31,0.0,35.0,8.50051462635133,8.50051462635133,0.0,optimal,8.500514626351327
vc,0.95,21,31,0.0,40.0,7.24117171287319,7.24117171287319,0.0,optimal,7.241171712873182
vc,0.95,21,31,0.0,45.0,6.21963981522696,6.21963981522696,0.0,optimal,6.21963981522696
vc,0.95,21,31,0.0,50.0,5.29589090981437,5.29589090981437,0.0,optimal,5.295890909814367
